ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
2456,2023-09-01,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
2457,2023-04-03,Panne matérielle,disque dur est tombé panne,Faible,En cours,Equipe Support
2458,2023-07-09,Intrusion,échec mise jour logiciel,Élevée,Résolu,Equipe Systèmes
2459,2023-12-23,Intrusion,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Systèmes
2460,2023-02-18,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Sécurité
2461,2023-02-01,Panne matérielle,carte réseau ne répond plus,Critique,Ouvert,Equipe Systèmes
2462,2023-02-27,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Sécurité
2463,2023-04-06,Intrusion,échec mise jour logiciel,Moyenne,En cours,Equipe Réseau
2464,2023-10-10,Mise à jour échouée,malware a été trouvé sur serveur,Critique,En cours,Equipe Support
2465,2023-11-28,Surcharge,mise jour firmware a échoué,Critique,Ouvert,Equipe Sécurité
2466,2023-02-28,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Systèmes
2467,2023-11-24,Panne matérielle,serveur web est surchargé,Critique,En cours,Equipe Support
2468,2023-08-23,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Réseau
2469,2023-05-06,Mise à jour échouée,connexion intermittente détectée,Faible,En cours,Equipe Réseau
2470,2023-04-09,Mise à jour échouée,capacité bande passante dépassée,Élevée,En cours,Equipe Réseau
2471,2023-10-03,Surcharge,base données est sous forte charge,Moyenne,Ouvert,Equipe Support
2472,2023-10-19,Surcharge,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Support
2473,2023-12-15,Intrusion,mise jour firmware a échoué,Élevée,En cours,Equipe Sécurité
2474,2023-08-15,Problème de connexion,échec mise jour logiciel,Critique,Ouvert,Equipe Systèmes
2475,2023-04-07,Intrusion,carte réseau ne répond plus,Faible,Ouvert,Equipe Support
2476,2023-08-10,Intrusion,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Sécurité
2477,2023-08-23,Mise à jour échouée,mise jour firmware a échoué,Élevée,Résolu,Equipe Support
2478,2023-02-07,Problème de connexion,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
2479,2023-02-15,Surcharge,connexion au vpn a échoué,Élevée,En cours,Equipe Réseau
2480,2023-05-29,Surcharge,capacité bande passante dépassée,Faible,Résolu,Equipe Systèmes
2481,2023-10-19,Mise à jour échouée,échec mise jour logiciel,Critique,Ouvert,Equipe Systèmes
2482,2023-01-30,Panne matérielle,connexion intermittente détectée,Moyenne,Ouvert,Equipe Réseau
2483,2023-03-25,Intrusion,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
2484,2023-09-23,Surcharge,impossible daccéder internet,Moyenne,En cours,Equipe Sécurité
2485,2023-04-11,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Sécurité
2486,2023-01-22,Surcharge,disque dur est tombé panne,Faible,En cours,Equipe Sécurité
2487,2023-01-10,Mise à jour échouée,carte réseau ne répond plus,Faible,Résolu,Equipe Support
2488,2023-04-03,Problème de connexion,capacité bande passante dépassée,Critique,En cours,Equipe Réseau
2489,2023-06-16,Mise à jour échouée,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Support
2490,2023-09-07,Surcharge,serveur web est surchargé,Critique,En cours,Equipe Systèmes
2491,2023-06-04,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Sécurité
2492,2023-03-07,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Support
2493,2023-01-06,Intrusion,base données est sous forte charge,Moyenne,Résolu,Equipe Sécurité
2494,2023-07-08,Mise à jour échouée,disque dur est tombé panne,Élevée,Résolu,Equipe Réseau
2495,2023-11-23,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Support
2496,2023-09-02,Surcharge,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
2497,2023-10-30,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
2498,2023-05-09,Intrusion,serveur web est surchargé,Moyenne,En cours,Equipe Réseau
2499,2023-10-07,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Réseau
2500,2023-10-27,Panne matérielle,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
2501,2023-04-29,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
2502,2023-10-15,Panne matérielle,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
2503,2023-03-12,Surcharge,disque dur est tombé panne,Moyenne,En cours,Equipe Systèmes
2504,2023-07-17,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Sécurité
2505,2023-07-31,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
2506,2023-01-15,Surcharge,base données est sous forte charge,Critique,En cours,Equipe Sécurité
2507,2023-04-25,Problème de connexion,serveur web est surchargé,Élevée,En cours,Equipe Systèmes
2508,2023-07-15,Mise à jour échouée,accès suspects ont été détectés,Élevée,Résolu,Equipe Sécurité
2509,2023-04-07,Mise à jour échouée,mise jour firmware a échoué,Moyenne,Résolu,Equipe Réseau
2510,2023-12-07,Intrusion,capacité bande passante dépassée,Critique,En cours,Equipe Sécurité
2511,2023-01-27,Surcharge,connexion au vpn a échoué,Faible,Ouvert,Equipe Support
2512,2023-01-31,Problème de connexion,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
2513,2023-04-01,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Support
2514,2023-08-19,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
2515,2023-01-29,Panne matérielle,carte réseau ne répond plus,Faible,Résolu,Equipe Systèmes
2516,2023-01-20,Panne matérielle,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Sécurité
2517,2023-01-03,Intrusion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Réseau
2518,2023-09-25,Problème de connexion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Réseau
2519,2023-09-17,Mise à jour échouée,mise jour firmware a échoué,Critique,Résolu,Equipe Réseau
2520,2023-07-14,Mise à jour échouée,connexion au vpn a échoué,Faible,Ouvert,Equipe Sécurité
2521,2023-07-04,Intrusion,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Sécurité
2522,2023-04-02,Surcharge,serveur web est surchargé,Élevée,Résolu,Equipe Sécurité
2523,2023-09-02,Panne matérielle,mise jour firmware a échoué,Faible,Résolu,Equipe Sécurité
2524,2023-10-21,Surcharge,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Support
2525,2023-05-13,Panne matérielle,serveur web est surchargé,Moyenne,En cours,Equipe Réseau
2526,2023-07-07,Panne matérielle,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
2527,2023-05-14,Intrusion,serveur web est surchargé,Moyenne,En cours,Equipe Systèmes
2528,2023-12-18,Panne matérielle,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
2529,2023-10-24,Intrusion,disque dur est tombé panne,Faible,Ouvert,Equipe Réseau
2530,2023-05-21,Intrusion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Systèmes
2531,2023-08-18,Panne matérielle,base données est sous forte charge,Faible,Résolu,Equipe Réseau
2532,2023-12-05,Mise à jour échouée,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Support
2533,2023-07-04,Problème de connexion,carte réseau ne répond plus,Faible,En cours,Equipe Sécurité
2534,2023-05-09,Mise à jour échouée,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Sécurité
2535,2023-09-29,Mise à jour échouée,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Réseau
2536,2023-11-16,Intrusion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Sécurité
2537,2023-07-29,Panne matérielle,malware a été trouvé sur serveur,Faible,Résolu,Equipe Support
2538,2023-08-31,Mise à jour échouée,disque dur est tombé panne,Faible,En cours,Equipe Réseau
2539,2023-01-23,Mise à jour échouée,disque dur est tombé panne,Élevée,Ouvert,Equipe Systèmes
2540,2023-11-12,Problème de connexion,serveur web est surchargé,Faible,Ouvert,Equipe Réseau
2541,2023-06-27,Problème de connexion,connexion au vpn a échoué,Élevée,Ouvert,Equipe Support
2542,2023-06-06,Panne matérielle,carte réseau ne répond plus,Moyenne,En cours,Equipe Sécurité
2543,2023-10-23,Surcharge,impossible daccéder internet,Critique,Ouvert,Equipe Sécurité
2544,2023-11-09,Problème de connexion,accès suspects ont été détectés,Moyenne,Résolu,Equipe Sécurité
2545,2023-01-09,Surcharge,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Support
2546,2023-01-12,Surcharge,impossible daccéder internet,Moyenne,Ouvert,Equipe Sécurité
2547,2023-09-11,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Réseau
2548,2023-04-10,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Réseau
2549,2023-01-04,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Support
2550,2023-08-28,Panne matérielle,impossible daccéder internet,Élevée,En cours,Equipe Sécurité
2551,2023-10-18,Problème de connexion,échec mise jour logiciel,Critique,Résolu,Equipe Sécurité
2552,2023-11-13,Mise à jour échouée,serveur web est surchargé,Critique,Résolu,Equipe Sécurité
2553,2023-10-11,Mise à jour échouée,impossible daccéder internet,Critique,En cours,Equipe Systèmes
2554,2023-07-16,Panne matérielle,impossible daccéder internet,Faible,Résolu,Equipe Sécurité
2555,2023-08-18,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Support
2556,2023-03-02,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
2557,2023-11-02,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Support
2558,2023-09-05,Surcharge,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Systèmes
2559,2023-10-15,Mise à jour échouée,connexion au vpn a échoué,Faible,En cours,Equipe Support
2560,2023-10-03,Mise à jour échouée,impossible daccéder internet,Faible,En cours,Equipe Sécurité
2561,2023-02-26,Panne matérielle,base données est sous forte charge,Élevée,En cours,Equipe Systèmes
2562,2023-12-06,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Systèmes
2563,2023-07-08,Mise à jour échouée,échec mise jour logiciel,Critique,Résolu,Equipe Sécurité
2564,2023-04-02,Panne matérielle,mise jour firmware a échoué,Moyenne,En cours,Equipe Systèmes
2565,2023-09-05,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Support
2566,2023-11-05,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Support
2567,2023-01-04,Intrusion,connexion au vpn a échoué,Faible,Résolu,Equipe Support
2568,2023-12-14,Problème de connexion,carte réseau ne répond plus,Faible,Ouvert,Equipe Réseau
2569,2023-02-08,Panne matérielle,base données est sous forte charge,Élevée,Ouvert,Equipe Sécurité
2570,2023-09-06,Mise à jour échouée,accès suspects ont été détectés,Faible,Ouvert,Equipe Support
2571,2023-10-07,Mise à jour échouée,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
2572,2023-04-19,Problème de connexion,carte réseau ne répond plus,Critique,Résolu,Equipe Sécurité
2573,2023-12-10,Intrusion,base données est sous forte charge,Moyenne,Ouvert,Equipe Sécurité
2574,2023-05-08,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Réseau
2575,2023-01-02,Intrusion,base données est sous forte charge,Moyenne,Ouvert,Equipe Support
2576,2023-05-25,Problème de connexion,connexion intermittente détectée,Critique,En cours,Equipe Systèmes
2577,2023-03-06,Panne matérielle,accès suspects ont été détectés,Critique,En cours,Equipe Systèmes
2578,2023-05-23,Problème de connexion,impossible daccéder internet,Moyenne,Résolu,Equipe Systèmes
2579,2023-10-11,Intrusion,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Systèmes
2580,2023-02-09,Mise à jour échouée,capacité bande passante dépassée,Faible,Résolu,Equipe Support
2581,2023-08-30,Mise à jour échouée,malware a été trouvé sur serveur,Critique,En cours,Equipe Systèmes
2582,2023-12-12,Mise à jour échouée,base données est sous forte charge,Faible,En cours,Equipe Sécurité
2583,2023-11-15,Panne matérielle,serveur web est surchargé,Moyenne,En cours,Equipe Réseau
2584,2023-03-28,Intrusion,disque dur est tombé panne,Élevée,En cours,Equipe Support
2585,2023-08-11,Intrusion,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
2586,2023-04-26,Mise à jour échouée,connexion au vpn a échoué,Moyenne,En cours,Equipe Systèmes
2587,2023-12-26,Panne matérielle,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
2588,2023-10-31,Surcharge,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
2589,2023-10-29,Problème de connexion,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Réseau
2590,2023-11-06,Intrusion,impossible daccéder internet,Élevée,Résolu,Equipe Sécurité
2591,2023-05-14,Mise à jour échouée,échec mise jour logiciel,Faible,En cours,Equipe Support
2592,2023-07-11,Mise à jour échouée,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Sécurité
2593,2023-07-20,Problème de connexion,mise jour firmware a échoué,Faible,En cours,Equipe Sécurité
2594,2023-02-18,Panne matérielle,carte réseau ne répond plus,Critique,En cours,Equipe Réseau
2595,2023-12-25,Mise à jour échouée,disque dur est tombé panne,Élevée,En cours,Equipe Réseau
2596,2023-08-28,Panne matérielle,capacité bande passante dépassée,Moyenne,Résolu,Equipe Systèmes
2597,2023-04-24,Intrusion,disque dur est tombé panne,Élevée,Résolu,Equipe Support
2598,2023-05-21,Surcharge,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Systèmes
2599,2023-09-22,Mise à jour échouée,capacité bande passante dépassée,Faible,Résolu,Equipe Sécurité
2600,2023-10-01,Intrusion,échec mise jour logiciel,Critique,En cours,Equipe Support
2601,2023-03-22,Surcharge,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Systèmes
2602,2023-11-06,Mise à jour échouée,accès suspects ont été détectés,Moyenne,En cours,Equipe Réseau
2603,2023-11-09,Surcharge,connexion au vpn a échoué,Moyenne,Résolu,Equipe Sécurité
2604,2023-12-14,Panne matérielle,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
2605,2023-04-30,Surcharge,échec mise jour logiciel,Faible,Ouvert,Equipe Support
2606,2023-07-02,Problème de connexion,mise jour firmware a échoué,Faible,Ouvert,Equipe Sécurité
2607,2023-01-05,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Réseau
2608,2023-08-11,Intrusion,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
2609,2023-04-17,Surcharge,disque dur est tombé panne,Critique,Ouvert,Equipe Systèmes
2610,2023-04-15,Panne matérielle,connexion au vpn a échoué,Moyenne,Résolu,Equipe Réseau
2611,2023-10-29,Mise à jour échouée,malware a été trouvé sur serveur,Faible,En cours,Equipe Support
2612,2023-10-21,Intrusion,capacité bande passante dépassée,Faible,En cours,Equipe Systèmes
2613,2023-06-16,Problème de connexion,base données est sous forte charge,Critique,En cours,Equipe Systèmes
2614,2023-12-02,Panne matérielle,tentative connexion non autorisée détectée,Moyenne,En cours,Equipe Sécurité
2615,2023-11-26,Panne matérielle,échec mise jour logiciel,Moyenne,En cours,Equipe Support
2616,2023-04-24,Panne matérielle,disque dur est tombé panne,Élevée,Ouvert,Equipe Systèmes
2617,2023-12-20,Panne matérielle,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
2618,2023-01-12,Problème de connexion,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
2619,2023-05-06,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Support
2620,2023-02-28,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Support
2621,2023-11-25,Problème de connexion,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Support
2622,2023-09-02,Problème de connexion,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Support
2623,2023-11-19,Panne matérielle,tentative connexion non autorisée détectée,Critique,En cours,Equipe Systèmes
2624,2023-11-08,Panne matérielle,connexion intermittente détectée,Faible,En cours,Equipe Sécurité
2625,2023-08-16,Panne matérielle,base données est sous forte charge,Moyenne,Ouvert,Equipe Support
2626,2023-12-04,Problème de connexion,accès suspects ont été détectés,Élevée,En cours,Equipe Sécurité
2627,2023-11-07,Mise à jour échouée,connexion intermittente détectée,Moyenne,Résolu,Equipe Systèmes
2628,2023-01-19,Mise à jour échouée,capacité bande passante dépassée,Faible,En cours,Equipe Réseau
2629,2023-11-20,Surcharge,accès suspects ont été détectés,Faible,Résolu,Equipe Systèmes
2630,2023-04-19,Mise à jour échouée,serveur web est surchargé,Élevée,Résolu,Equipe Support
2631,2023-06-29,Panne matérielle,disque dur est tombé panne,Élevée,Résolu,Equipe Systèmes
2632,2023-02-14,Panne matérielle,serveur web est surchargé,Faible,Ouvert,Equipe Systèmes
2633,2023-06-26,Panne matérielle,mise jour firmware a échoué,Élevée,En cours,Equipe Support
2634,2023-12-18,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Réseau
2635,2023-12-04,Problème de connexion,échec mise jour logiciel,Critique,Résolu,Equipe Réseau
2636,2023-03-13,Intrusion,base données est sous forte charge,Moyenne,Résolu,Equipe Sécurité
2637,2023-01-08,Intrusion,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Sécurité
2638,2023-03-10,Problème de connexion,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Sécurité
2639,2023-03-27,Surcharge,connexion intermittente détectée,Moyenne,Résolu,Equipe Systèmes
2640,2023-10-31,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Systèmes
2641,2023-08-31,Mise à jour échouée,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
2642,2023-09-22,Problème de connexion,connexion au vpn a échoué,Élevée,Ouvert,Equipe Sécurité
2643,2023-11-22,Intrusion,mise jour firmware a échoué,Moyenne,En cours,Equipe Sécurité
2644,2023-04-15,Intrusion,serveur web est surchargé,Moyenne,En cours,Equipe Sécurité
2645,2023-06-23,Surcharge,connexion intermittente détectée,Élevée,Résolu,Equipe Support
2646,2023-02-24,Mise à jour échouée,mise jour firmware a échoué,Faible,Résolu,Equipe Support
2647,2023-05-30,Mise à jour échouée,disque dur est tombé panne,Faible,Ouvert,Equipe Sécurité
2648,2023-12-08,Intrusion,base données est sous forte charge,Moyenne,Résolu,Equipe Support
2649,2023-03-28,Panne matérielle,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
2650,2023-07-28,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Support
2651,2023-11-27,Mise à jour échouée,connexion intermittente détectée,Faible,Ouvert,Equipe Sécurité
2652,2023-10-18,Panne matérielle,serveur principal a cessé fonctionner,Critique,En cours,Equipe Systèmes
2653,2023-05-08,Problème de connexion,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Réseau
2654,2023-12-09,Panne matérielle,connexion intermittente détectée,Critique,En cours,Equipe Réseau
2655,2023-03-17,Surcharge,mise jour firmware a échoué,Élevée,Ouvert,Equipe Support
2656,2023-09-23,Intrusion,disque dur est tombé panne,Faible,Résolu,Equipe Systèmes
2657,2023-12-18,Problème de connexion,capacité bande passante dépassée,Faible,Résolu,Equipe Systèmes
2658,2023-05-13,Panne matérielle,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Sécurité
2659,2023-04-30,Panne matérielle,serveur web est surchargé,Élevée,Ouvert,Equipe Réseau
2660,2023-05-26,Panne matérielle,impossible daccéder internet,Moyenne,Ouvert,Equipe Support
2661,2023-07-15,Intrusion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Systèmes
2662,2023-12-01,Problème de connexion,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Réseau
2663,2023-05-30,Mise à jour échouée,carte réseau ne répond plus,Critique,Résolu,Equipe Réseau
2664,2023-06-25,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Systèmes
2665,2023-10-14,Intrusion,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
2666,2023-08-09,Mise à jour échouée,connexion au vpn a échoué,Moyenne,En cours,Equipe Sécurité
2667,2023-02-26,Surcharge,disque dur est tombé panne,Moyenne,Résolu,Equipe Systèmes
2668,2023-03-18,Mise à jour échouée,carte réseau ne répond plus,Critique,Ouvert,Equipe Réseau
2669,2023-09-29,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,En cours,Equipe Réseau
2670,2023-08-13,Surcharge,serveur principal a cessé fonctionner,Moyenne,Résolu,Equipe Réseau
2671,2023-03-07,Surcharge,accès suspects ont été détectés,Élevée,Ouvert,Equipe Sécurité
2672,2023-01-03,Intrusion,base données est sous forte charge,Élevée,Résolu,Equipe Réseau
2673,2023-08-31,Surcharge,carte réseau ne répond plus,Faible,Ouvert,Equipe Systèmes
2674,2023-07-12,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Systèmes
2675,2023-10-24,Intrusion,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Systèmes
2676,2023-05-20,Intrusion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Sécurité
2677,2023-11-07,Intrusion,impossible daccéder internet,Critique,Résolu,Equipe Systèmes
2678,2023-12-11,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,En cours,Equipe Systèmes
2679,2023-10-30,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Support
2680,2023-11-12,Panne matérielle,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Support
2681,2023-01-05,Mise à jour échouée,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
2682,2023-11-16,Problème de connexion,impossible daccéder internet,Élevée,En cours,Equipe Systèmes
2683,2023-09-08,Mise à jour échouée,disque dur est tombé panne,Faible,Ouvert,Equipe Réseau
2684,2023-01-06,Intrusion,base données est sous forte charge,Faible,Ouvert,Equipe Réseau
2685,2023-07-15,Panne matérielle,base données est sous forte charge,Moyenne,En cours,Equipe Réseau
2686,2023-09-19,Intrusion,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Sécurité
2687,2023-12-20,Surcharge,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Réseau
2688,2023-03-11,Intrusion,impossible daccéder internet,Moyenne,Résolu,Equipe Support
2689,2023-01-09,Intrusion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Support
2690,2023-03-22,Problème de connexion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Systèmes
2691,2023-05-08,Panne matérielle,serveur principal a cessé fonctionner,Faible,En cours,Equipe Support
2692,2023-02-25,Mise à jour échouée,connexion intermittente détectée,Moyenne,Résolu,Equipe Systèmes
2693,2023-05-02,Panne matérielle,carte réseau ne répond plus,Critique,En cours,Equipe Support
2694,2023-07-17,Problème de connexion,carte réseau ne répond plus,Critique,Résolu,Equipe Support
2695,2023-06-23,Surcharge,impossible dappliquer mise jour sécurité,Élevée,Ouvert,Equipe Systèmes
2696,2023-06-17,Surcharge,impossible daccéder internet,Moyenne,Ouvert,Equipe Réseau
2697,2023-10-10,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,En cours,Equipe Réseau
2698,2023-10-22,Mise à jour échouée,carte réseau ne répond plus,Critique,Résolu,Equipe Support
2699,2023-05-06,Surcharge,mise jour firmware a échoué,Faible,Ouvert,Equipe Réseau
2700,2023-03-17,Mise à jour échouée,disque dur est tombé panne,Moyenne,Résolu,Equipe Systèmes
2701,2023-04-01,Panne matérielle,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
2702,2023-05-27,Intrusion,capacité bande passante dépassée,Moyenne,Résolu,Equipe Sécurité
2703,2023-02-24,Mise à jour échouée,échec mise jour logiciel,Critique,En cours,Equipe Réseau
2704,2023-06-20,Panne matérielle,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
2705,2023-05-07,Panne matérielle,carte réseau ne répond plus,Faible,En cours,Equipe Sécurité
2706,2023-10-08,Intrusion,impossible daccéder internet,Critique,Ouvert,Equipe Réseau
2707,2023-08-19,Intrusion,connexion intermittente détectée,Faible,Ouvert,Equipe Sécurité
2708,2023-02-06,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Support
2709,2023-06-03,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Systèmes
2710,2023-10-20,Panne matérielle,disque dur est tombé panne,Moyenne,En cours,Equipe Systèmes
2711,2023-07-30,Mise à jour échouée,serveur web est surchargé,Critique,En cours,Equipe Support
2712,2023-10-27,Panne matérielle,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Systèmes
2713,2023-10-29,Panne matérielle,serveur web est surchargé,Faible,En cours,Equipe Réseau
2714,2023-12-28,Intrusion,capacité bande passante dépassée,Moyenne,Résolu,Equipe Support
2715,2023-06-19,Intrusion,impossible daccéder internet,Faible,Ouvert,Equipe Systèmes
2716,2023-05-05,Intrusion,carte réseau ne répond plus,Critique,En cours,Equipe Support
2717,2023-03-25,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Sécurité
2718,2023-04-25,Surcharge,accès suspects ont été détectés,Critique,Ouvert,Equipe Support
2719,2023-12-11,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Ouvert,Equipe Sécurité
2720,2023-08-27,Mise à jour échouée,mise jour firmware a échoué,Élevée,Ouvert,Equipe Systèmes
2721,2023-12-23,Surcharge,disque dur est tombé panne,Critique,Résolu,Equipe Réseau
2722,2023-09-14,Intrusion,mise jour firmware a échoué,Moyenne,Résolu,Equipe Systèmes
2723,2023-05-17,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Réseau
2724,2023-05-26,Surcharge,capacité bande passante dépassée,Élevée,En cours,Equipe Réseau
2725,2023-04-27,Mise à jour échouée,connexion intermittente détectée,Moyenne,En cours,Equipe Réseau
2726,2023-12-25,Problème de connexion,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
2727,2023-07-17,Surcharge,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Support
2728,2023-01-29,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Support
2729,2023-12-25,Mise à jour échouée,mise jour firmware a échoué,Élevée,En cours,Equipe Systèmes
2730,2023-03-15,Intrusion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Systèmes
2731,2023-11-06,Surcharge,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Support
2732,2023-11-02,Intrusion,accès suspects ont été détectés,Élevée,Ouvert,Equipe Réseau
2733,2023-01-17,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Réseau
2734,2023-04-27,Problème de connexion,capacité bande passante dépassée,Critique,Ouvert,Equipe Systèmes
2735,2023-03-28,Surcharge,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Sécurité
2736,2023-09-21,Intrusion,connexion intermittente détectée,Moyenne,En cours,Equipe Systèmes
2737,2023-12-17,Intrusion,impossible daccéder internet,Critique,Résolu,Equipe Sécurité
2738,2023-04-26,Surcharge,serveur web est surchargé,Faible,Ouvert,Equipe Réseau
2739,2023-07-05,Problème de connexion,disque dur est tombé panne,Élevée,Résolu,Equipe Réseau
2740,2023-02-28,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Sécurité
2741,2023-07-31,Intrusion,carte réseau ne répond plus,Moyenne,En cours,Equipe Réseau
